STATE,YEAR,Abortion Rate per 1000 People,"Abortion Rate per 100,000 People (Adjusted)(Age:15-19)",Birth Rate per 1000 People,"Birth Rate per 100,000 People (Adjusted)(Age:15-19)",Pregnancy Rate per 1000 People,"Pregnancy Rate per 100,000 People (Adjusted)(Age:15-19)","HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)(Age:13-24)","STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)(Age:Under 19)"
Minnesota,2016,4.8,-199.2156863,12.6,-819.8039216,20.3,-1212.941176,7.5,-5.817647059,989.3387321,-236.4380154
Mississippi,2016,4.6,-219.2156863,32.6,1180.196078,44.2,1177.058824,26.2,12.88235294,2163.295063,937.5183158
Missouri,2016,5.2,-159.2156863,23.4,260.1960784,33.8,137.0588235,15.1,1.782352941,1523.557005,297.7802571
Montana,2016,5.3,-149.2156863,23.7,290.1960784,34.2,177.0588235,0.6,-12.71764706,1128.752269,-97.02447849
Nebraska,2016,3,-379.2156863,19.2,-159.8039216,26.3,-612.9411765,3.1,-10.21764706,971.3544465,-254.422301
Nevada,2016,10.2,340.7843137,24.2,340.1960784,40.2,777.0588235,21.9,8.582352941,1129.621381,-96.15536664
New Hampshire,2016,5.8,-99.21568627,9.2,-1159.803922,17.5,-1492.941176,2.4,-10.91764706,590.3538531,-635.4228944
New Jersey,2016,16.3,950.7843137,11.2,-959.8039216,31.4,-102.9411765,14.9,1.582352941,802.0562882,-423.7204593
New Mexico,2016,8.3,150.7843137,29.6,880.1960784,44.7,1227.058824,9,-4.317647059,1377.854882,152.0781342
New York,2016,17.2,1040.784314,13.4,-739.8039216,35,257.0588235,16.7,3.382352941,1304.994863,79.21811563
North Carolina,2016,6.2,-59.21568627,21.7,90.19607843,32.9,47.05882353,23.5,10.18235294,1586.677997,360.9012494
North Dakota,2016,4,-279.2156863,20.5,-29.80392157,29.1,-332.9411765,4.5,-8.817647059,1029.672625,-196.1041225
Ohio,2016,5.3,-149.2156863,21.7,90.19607843,32,-42.94117647,13.7,0.382352941,1606.920452,381.1437043
Oklahoma,2016,3.4,-339.2156863,33.3,1250.196078,43.7,1127.058824,9.1,-4.217647059,1455.009307,229.2325592
Oregon,2016,7.4,60.78431373,16.7,-409.8039216,28.1,-432.9411765,5.7,-7.617647059,1015.002068,-210.7746794
Pennsylvania,2016,7.6,80.78431373,15.9,-489.8039216,27.4,-502.9411765,13.1,-0.217647059,1270.317831,44.54108303
Rhode Island,2016,8.4,160.7843137,13,-779.8039216,24.8,-762.9411765,6.2,-7.117647059,1101.255931,-124.5208163
South Carolina,2016,6.7,-9.215686275,23.7,290.1960784,35.8,337.0588235,24.4,11.08235294,1693.72341,467.9466624
South Dakota,2016,2.6,-419.2156863,24.9,410.1960784,32.7,27.05882353,4.3,-9.017647059,1222.679028,-3.097719984
Tennessee,2016,5,-179.2156863,27.9,710.1960784,39,657.0588235,18.2,4.882352941,1413.731726,187.9549782
Texas,2016,5.2,-159.2156863,30.7,990.1960784,42.6,1017.058824,22,8.682352941,1235.833652,10.05690498
Utah,2016,2.8,-399.2156863,15.7,-509.8039216,22,-1042.941176,5.4,-7.917647059,538.9662527,-686.8104948
Vermont,2016,7.1,30.78431373,10.2,-1059.803922,20,-1242.941176,0,-13.31764706,538.0138207,-687.7629268
Virginia,2016,6.7,-9.215686275,15.5,-529.8039216,26.1,-632.9411765,16.2,2.882352941,812.3520192,-413.4247283
Washington,2016,8.7,190.7843137,16.6,-419.8039216,29.4,-302.9411765,6.1,-7.217647059,917.3496937,-308.4270537
West Virginia,2016,4.6,-219.2156863,29.4,860.1960784,40.4,797.0588235,3.7,-9.617647059,736.9044374,-488.8723101
Wisconsin,2016,4,-279.2156863,15,-579.8039216,22.5,-992.9411765,7.4,-5.917647059,1290.462135,64.68538746
Wyoming,2016,4.5,-229.2156863,26.5,570.1960784,36.7,427.0588235,2.2,-11.11764706,839.0134762,-386.7632712
Alabama,2017,5.1,-153.1372549,27.1,784.9019608,38.1,769.8039216,24.4,11.03529412,2067.397884,717.4230947
Alaska,2017,6.6,-3.137254902,22,274.9019608,33.7,329.8039216,7.5,-5.864705882,1491.946325,141.9715357
Arizona,2017,5.4,-123.1372549,21.9,264.9019608,32.3,189.8039216,11.9,-1.464705882,1284.004521,-65.97026861
Arkansas,2017,4,-263.1372549,32.8,1354.901961,43.8,1339.803922,17.7,4.335294118,1864.832677,514.8578878
California,2017,9.6,296.8627451,15.1,-415.0980392,28.7,-170.1960784,15.4,2.035294118,962.3777502,-387.5970393
Colorado,2017,6.2,-43.1372549,16.1,-315.0980392,26.2,-420.1960784,9.5,-3.864705882,1150.328711,-199.646078
Connecticut,2017,9.3,266.8627451,8.8,-1045.098039,20.8,-960.1960784,9,-4.364705882,1272.785064,-77.18972569
Delaware,2017,8.4,176.8627451,18.5,-75.09803922,31.5,109.8039216,19,5.635294118,1720.703797,370.729008
District of Columbia,2017,19.8,1316.862745,21.2,194.9019608,47.3,1689.803922,63.4,50.03529412,3844.639341,2494.664552
Florida,2017,9.1,246.8627451,18.2,-105.0980392,31.8,139.8039216,27.9,14.53529412,1394.944319,44.9695294
Georgia,2017,7.4,76.8627451,21.9,264.9019608,34.5,409.8039216,35.1,21.73529412,1661.945733,311.9709432
Hawaii,2017,8.3,166.8627451,19,-25.09803922,31.9,149.8039216,5.4,-7.964705882,932.7718169,-417.2029725
Idaho,2017,3.4,-323.1372549,18.5,-75.09803922,26,-440.1960784,2.8,-10.56470588,823.9182166,-526.0565728
Illinois,2017,8.6,196.8627451,17.4,-185.0980392,30.4,-0.196078431,17.6,4.235294118,1553.529745,203.5549558
Indiana,2017,4.8,-183.1372549,22.8,354.9019608,32.6,219.8039216,11,-2.364705882,1421.462093,71.48730364
Iowa,2017,3.5,-313.1372549,16.1,-315.0980392,23.1,-730.1960784,6.7,-6.664705882,1120.304267,-229.6705225
Kansas,2017,3.7,-293.1372549,21.3,204.9019608,29.7,-70.19607843,9.1,-4.264705882,1205.564954,-144.4098356
Kentucky,2017,3.3,-333.1372549,29,974.9019608,38.5,809.8039216,9.9,-3.464705882,1305.855622,-44.11916704
Louisiana,2017,5.8,-83.1372549,29.2,994.9019608,41.3,1089.803922,33.2,19.83529412,2364.888171,1014.913382
Maine,2017,6.4,-23.1372549,13.2,-605.0980392,22.9,-750.1960784,1.6,-11.76470588,801.8599845,-548.114805
Maryland,2017,12.7,606.8627451,14.2,-505.0980392,31,59.80392157,24,10.63529412,1589.463128,239.4883381
Massachusetts,2017,6.1,-53.1372549,8,-1125.098039,16.4,-1400.196078,8.6,-4.764705882,955.5341931,-394.4405964
Michigan,2017,7.1,46.8627451,16.4,-285.0980392,27.4,-300.1960784,11.9,-1.464705882,1524.643734,174.6689447
Minnesota,2017,4.7,-193.1372549,12.1,-715.0980392,19.7,-1070.196078,6.4,-6.964705882,1018.480424,-331.4943656
Mississippi,2017,5.1,-153.1372549,30.9,1164.901961,42.6,1219.803922,23.9,10.53529412,2365.815222,1015.840432
Missouri,2017,5.3,-133.1372549,22.5,324.9019608,32.8,239.8039216,13.2,-0.164705882,1609.651195,259.6764054
Montana,2017,5.9,-73.1372549,21.1,184.9019608,31.8,139.8039216,2.5,-10.86470588,1163.894735,-186.0800543
Nebraska,2017,3.2,-343.1372549,18.2,-105.0980392,25.4,-500.1960784,6.2,-7.164705882,1010.537424,-339.4373656
Nevada,2017,9,236.8627451,22,274.9019608,36.4,599.8039216,18.6,5.235294118,1244.118459,-105.8563302
New Hampshire,2017,5.3,-133.1372549,8.4,-1085.098039,15.9,-1450.196078,3.4,-9.964705882,722.5825218,-627.3922676
New Jersey,2017,14.9,826.8627451,10.4,-885.0980392,28.9,-150.1960784,15,1.635294118,819.3465941,-530.6281954
New Mexico,2017,7.2,56.8627451,27.9,864.9019608,41.4,1099.803922,11.5,-1.864705882,1509.641117,159.6663277
New York,2017,16.2,956.8627451,12.7,-655.0980392,33,259.8039216,17.3,3.935294118,1392.683488,42.70869816
North Carolina,2017,6.7,6.862745098,20.5,124.9019608,31.9,149.8039216,19.7,6.335294118,1789.50354,439.5287509
North Dakota,2017,4.3,-233.1372549,16.3,-295.0980392,24.3,-610.1960784,5.4,-7.964705882,937.9284557,-412.0463338
Ohio,2017,5.3,-133.1372549,20.8,154.9019608,30.8,39.80392157,13.2,-0.164705882,1663.770519,313.7957294
Oklahoma,2017,3.8,-283.1372549,29.7,1044.901961,39.8,939.8039216,8.5,-4.864705882,1488.09636,138.121571
Oregon,2017,7.2,56.8627451,15.1,-415.0980392,26,-440.1960784,5.6,-7.764705882,1108.399335,-241.575454
Pennsylvania,2017,7.2,56.8627451,14.8,-445.0980392,25.7,-470.1960784,13,-0.364705882,1259.294669,-90.68012056
Rhode Island,2017,7.7,106.8627451,11.4,-785.0980392,22.1,-830.1960784,6.9,-6.464705882,1406.761399,56.78660997
South Carolina,2017,6.9,26.8627451,21.7,244.9019608,33.6,319.8039216,21.3,7.935294118,2037.499969,687.52518
South Dakota,2017,3.3,-333.1372549,22.3,304.9019608,30.4,-0.196078431,4.3,-9.064705882,1184.624648,-165.3501413
Tennessee,2017,4.4,-223.1372549,26.6,734.9019608,36.7,629.8039216,18.3,4.935294118,1550.178851,200.2040611
Texas,2017,5.2,-143.1372549,27.5,824.9019608,38.7,829.8039216,20.6,7.235294118,1298.294648,-51.68014189
Utah,2017,3.1,-353.1372549,15.1,-415.0980392,21.5,-890.1960784,4.3,-9.064705882,580.3578573,-769.6169321
Vermont,2017,5.1,-153.1372549,10,-925.0980392,17.6,-1280.196078,2.9,-10.46470588,547.100368,-802.8744214
Virginia,2017,5.9,-73.1372549,15,-425.0980392,24.6,-580.1960784,15.9,2.535294118,899.4392438,-450.5355457
Washington,2017,8.1,146.8627451,14.7,-455.0980392,26.6,-380.1960784,5.7,-7.664705882,949.4874043,-400.4873852
West Virginia,2017,4.1,-253.1372549,27.1,784.9019608,37.1,669.8039216,8.3,-5.064705882,692.4055762,-657.5692133
Wisconsin,2017,3.9,-273.1372549,13.8,-545.0980392,20.8,-960.1960784,7.1,-6.264705882,1310.83162,-39.14316995
Wyoming,2017,4.6,-203.1372549,24.5,524.9019608,34.5,409.8039216,0,-13.36470588,972.28657,-377.6882194
Alabama,2018,,,,,,,24.2,11.8627451,2042.418715,674.922567
Alaska,2018,,,,,,,4.2,-8.137254902,1512.44854,144.9523911
Arizona,2018,,,,,,,13.3,0.962745098,1251.810186,-115.6859622
Arkansas,2018,,,,,,,16.7,4.362745098,1845.587693,478.091545
California,2018,,,,,,,14.9,2.562745098,990.0550827,-377.4410657
Colorado,2018,,,,,,,9.1,-3.237254902,1239.532324,-127.9638244
Connecticut,2018,,,,,,,8.2,-4.137254902,1311.08379,-56.41235799
Delaware,2018,,,,,,,9.9,-2.437254902,1711.204671,343.7085222
District of Columbia,2018,,,,,,,58.8,46.4627451,3774.058577,2406.562429
Florida,2018,,,,,,,26.7,14.3627451,1425.167983,57.67183499
Georgia,2018,,,,,,,35.8,23.4627451,1607.926967,240.4308191
Hawaii,2018,,,,,,,5,-7.337254902,1017.091048,-350.4051
Idaho,2018,,,,,,,2.4,-9.937254902,916.8147284,-450.68142
Illinois,2018,,,,,,,16.8,4.462745098,1611.232424,243.7362753
Indiana,2018,,,,,,,11.2,-1.137254902,1440.985234,73.48908551
Iowa,2018,,,,,,,3.6,-8.737254902,1195.83537,-171.6607782
Kansas,2018,,,,,,,8.3,-4.037254902,1324.819089,-42.67705933
Kentucky,2018,,,,,,,11.4,-0.937254902,1171.42025,-196.0758987
Louisiana,2018,,,,,,,30.7,18.3627451,2462.104996,1094.608848
Maine,2018,,,,,,,2.2,-10.1372549,641.9462866,-725.5498618
Maryland,2018,,,,,,,21.6,9.262745098,1598.553924,231.057776
Massachusetts,2018,,,,,,,7,-5.337254902,965.6940706,-401.8020778
Michigan,2018,,,,,,,10.9,-1.437254902,1544.168769,176.6726211
Minnesota,2018,,,,,,,4.4,-7.937254902,1030.368385,-337.1277631
Mississippi,2018,,,,,,,25.4,13.0627451,2434.428933,1066.932785
Missouri,2018,,,,,,,12.4,0.062745098,1667.261454,299.7653057
Montana,2018,,,,,,,2.5,-9.837254902,1269.928749,-97.5673998
Nebraska,2018,,,,,,,5,-7.337254902,947.4487592,-420.0473892
Nevada,2018,,,,,,,21.8,9.462745098,1377.311699,9.815550253
New Hampshire,2018,,,,,,,1.5,-10.8372549,617.2368364,-750.2593119
New Jersey,2018,,,,,,,14.1,1.762745098,848.0919074,-519.404241
New Mexico,2018,,,,,,,6.8,-5.537254902,1551.159554,183.6634052
New York,2018,,,,,,,14.9,2.562745098,1442.678693,75.18254505
North Carolina,2018,,,,,,,18.5,6.162745098,1833.046438,465.5502898
North Dakota,2018,,,,,,,3.1,-9.237254902,1068.593684,-298.9024647
Ohio,2018,,,,,,,12.5,0.162745098,1658.380454,290.8843055
Oklahoma,2018,,,,,,,9.2,-3.137254902,1523.141774,155.6456252
Oregon,2018,,,,,,,5.6,-6.737254902,1094.175472,-273.3206767
Pennsylvania,2018,,,,,,,11.8,-0.537254902,1295.493123,-72.00302566
Rhode Island,2018,,,,,,,8.7,-3.637254902,1316.462325,-51.03382382
South Carolina,2018,,,,,,,20.6,8.262745098,2179.642991,812.1468423
South Dakota,2018,,,,,,,2.1,-10.2372549,1168.017795,-199.4783532
Tennessee,2018,,,,,,,16.3,3.962745098,1660.986416,293.4902676
Texas,2018,,,,,,,20.7,8.362745098,1249.884472,-117.6116765
Utah,2018,,,,,,,4.4,-7.937254902,601.0023975,-766.4937509
Vermont,2018,,,,,,,3,-9.337254902,551.0432512,-816.4528972
Virginia,2018,,,,,,,14.7,2.362745098,873.6519136,-493.8442348
Washington,2018,,,,,,,5.6,-6.737254902,990.2430954,-377.253053
West Virginia,2018,,,,,,,5.7,-6.637254902,569.2889619,-798.2071865
Wisconsin,2018,,,,,,,5,-7.337254902,1335.945073,-31.55107517
Wyoming,2018,,,,,,,0,-12.3372549,985.428242,-382.0679064
Alabama,2019,,,,,,,21.4,9.343137255,2141.309476,731.5022123
Alaska,2019,,,,,,,5.2,-6.856862745,1516.681517,106.8742528
Arizona,2019,,,,,,,14.3,2.243137255,1285.83937,-123.9678938
Arkansas,2019,,,,,,,15.3,3.243137255,1749.384723,339.5774594
California,2019,,,,,,,13,0.943137255,982.6262151,-427.1810488
Colorado,2019,,,,,,,9.1,-2.956862745,1310.214083,-99.59318121
Connecticut,2019,,,,,,,7.8,-4.256862745,1128.180679,-281.626585
Delaware,2019,,,,,,,13.5,1.443137255,1816.321534,406.5142696
District of Columbia,2019,,,,,,,45.5,33.44313725,3974.300894,2564.49363
Florida,2019,,,,,,,24.9,12.84313725,1501.412398,91.60513401
Georgia,2019,,,,,,,36.1,24.04313725,1676.749352,266.942088
Hawaii,2019,,,,,,,4.6,-7.456862745,1032.174103,-377.6331614
Idaho,2019,,,,,,,1.4,-10.65686275,898.3067533,-511.5005106
Illinois,2019,,,,,,,16,3.943137255,1671.677833,261.8705688
Indiana,2019,,,,,,,8.9,-3.156862745,1449.319832,39.51256838
Iowa,2019,,,,,,,4.6,-7.456862745,1317.162026,-92.64523806
Kansas,2019,,,,,,,6.7,-5.356862745,1364.65567,-45.15159349
Kentucky,2019,,,,,,,9.4,-2.656862745,1292.7816,-117.025664
Louisiana,2019,,,,,,,25.8,13.74313725,2469.70197,1059.894706
Maine,2019,,,,,,,2.7,-9.356862745,330.7615223,-1079.045742
Maryland,2019,,,,,,,19.5,7.443137255,1731.028679,321.2214152
Massachusetts,2019,,,,,,,6.5,-5.556862745,993.0227552,-416.7845087
Michigan,2019,,,,,,,10.9,-1.156862745,1499.800571,89.9933076
Minnesota,2019,,,,,,,5.4,-6.656862745,1060.844864,-348.9623996
Mississippi,2019,,,,,,,25.6,13.54313725,2843.426745,1433.619481
Missouri,2019,,,,,,,11.4,-0.656862745,1652.485902,242.6786381
Montana,2019,,,,,,,2.5,-9.556862745,1199.383846,-210.4234179
Nebraska,2019,,,,,,,4.4,-7.656862745,1197.777508,-212.029756
Nevada,2019,,,,,,,21.1,9.043137255,1347.462886,-62.34437808
New Hampshire,2019,,,,,,,0.5,-11.55686275,604.1647087,-805.6425552
New Jersey,2019,,,,,,,14,1.943137255,1099.344923,-310.4623404
New Mexico,2019,,,,,,,8.9,-3.156862745,1587.855587,178.0483228
New York,2019,,,,,,,15.3,3.243137255,1499.264209,89.45694478
North Carolina,2019,,,,,,,22.7,10.64313725,1916.367742,506.5604784
North Dakota,2019,,,,,,,3.9,-8.156862745,1108.333798,-301.4734658
Ohio,2019,,,,,,,12.6,0.543137255,1677.257405,267.4501408
Oklahoma,2019,,,,,,,12.8,0.743137255,1617.903215,208.0959516
Oregon,2019,,,,,,,3.4,-8.656862745,1016.591839,-393.2154248
Pennsylvania,2019,,,,,,,11.4,-0.656862745,1371.610856,-38.19640799
Rhode Island,2019,,,,,,,8.8,-3.256862745,1287.002347,-122.8049171
South Carolina,2019,,,,,,,24.7,12.64313725,2232.70167,822.8944065
South Dakota,2019,,,,,,,3.5,-8.556862745,1239.306358,-170.5009055
Tennessee,2019,,,,,,,15.9,3.843137255,1787.762769,377.9555053
Texas,2019,,,,,,,21.1,9.043137255,1078.867483,-330.9397808
Utah,2019,,,,,,,6.2,-5.856862745,580.6837546,-829.1235092
Vermont,2019,,,,,,,2,-10.05686275,636.2903402,-773.5169237
Virginia,2019,,,,,,,12.5,0.443137255,975.2290303,-434.5782335
Washington,2019,,,,,,,5.6,-6.456862745,1056.236428,-353.5708358
West Virginia,2019,,,,,,,9.3,-2.756862745,784.2228275,-625.5844364
Wisconsin,2019,,,,,,,5.2,-6.856862745,1396.978088,-12.82917591
Wyoming,2019,,,,,,,1.1,-10.95686275,911.3997725,-498.4074914
Alabama,2020,,,,,,,20.8,11.20784314,1855.829973,614.3068539
Alaska,2020,,,,,,,5.2,-4.392156863,1298.940626,57.41750672
Arizona,2020,,,,,,,11.8,2.207843137,1164.924651,-76.59846836
Arkansas,2020,,,,,,,13.3,3.707843137,1726.998963,485.4758435
California,2020,,,,,,,10.8,1.207843137,763.4902572,-478.0328623
Colorado,2020,,,,,,,6,-3.592156863,1152.887412,-88.63570782
Connecticut,2020,,,,,,,5.2,-4.392156863,919.3723351,-322.1507845
Delaware,2020,,,,,,,10.4,0.807843137,1369.223859,127.7007398
District of Columbia,2020,,,,,,,39.4,29.80784314,2535.169192,1293.646073
Florida,2020,,,,,,,17.9,8.307843137,1393.019488,151.4963689
Georgia,2020,,,,,,,26.3,16.70784314,1515.469137,273.9460171
Hawaii,2020,,,,,,,0.5,-9.092156863,805.4168348,-436.1062847
Idaho,2020,,,,,,,2,-7.592156863,800.0601671,-441.4629524
Illinois,2020,,,,,,,12.5,2.907843137,1486.191243,244.6681237
Indiana,2020,,,,,,,7.2,-2.392156863,1389.464893,147.9417738
Iowa,2020,,,,,,,4.9,-4.692156863,1277.685841,36.16272178
Kansas,2020,,,,,,,5.6,-3.992156863,1376.35316,134.8300402
Kentucky,2020,,,,,,,7.3,-2.292156863,1129.247,-112.2761196
Louisiana,2020,,,,,,,25.3,15.70784314,2391.545796,1150.022676
Maine,2020,,,,,,,0.5,-9.092156863,316.9527359,-924.5703836
Maryland,2020,,,,,,,14.8,5.207843137,1502.92544,261.4023202
Massachusetts,2020,,,,,,,4.1,-5.492156863,792.7197232,-448.8033963
Michigan,2020,,,,,,,7.6,-1.992156863,1382.791019,141.2678992
Minnesota,2020,,,,,,,5.2,-4.392156863,1038.820735,-202.7023845
Mississippi,2020,,,,,,,23.2,13.60784314,2784.564806,1543.041687
Missouri,2020,,,,,,,7.7,-1.892156863,1613.519463,371.9963438
Montana,2020,,,,,,,1.2,-8.392156863,1059.248005,-182.275115
Nebraska,2020,,,,,,,2.1,-7.492156863,1111.727265,-129.7958542
Nevada,2020,,,,,,,14.8,5.207843137,964.0791638,-277.4439557
New Hampshire,2020,,,,,,,2.9,-6.692156863,463.4742955,-778.0488241
New Jersey,2020,,,,,,,10,0.407843137,901.944674,-339.5784456
New Mexico,2020,,,,,,,7.3,-2.292156863,1319.392397,77.86927726
New York,2020,,,,,,,11.8,2.207843137,1246.401707,4.87858795
North Carolina,2020,,,,,,,16.8,7.207843137,1756.593593,515.0704734
North Dakota,2020,,,,,,,3.7,-5.892156863,1045.147779,-196.3753409
Ohio,2020,,,,,,,11.2,1.607843137,1572.052402,330.5292822
Oklahoma,2020,,,,,,,11.9,2.307843137,1474.157997,232.6348776
Oregon,2020,,,,,,,4.9,-4.692156863,861.9511326,-379.5719869
Pennsylvania,2020,,,,,,,8.2,-1.392156863,1214.88723,-26.63588969
Rhode Island,2020,,,,,,,6.3,-3.292156863,1086.432879,-155.0902408
South Carolina,2020,,,,,,,19,9.407843137,2095.642637,854.1195172
South Dakota,2020,,,,,,,4.2,-5.392156863,1173.910506,-67.61261354
Tennessee,2020,,,,,,,15.1,5.507843137,1667.615056,426.0919368
Texas,2020,,,,,,,16.8,7.207843137,1143.351724,-98.17139581
Utah,2020,,,,,,,3.7,-5.892156863,555.8244713,-685.6986482
Vermont,2020,,,,,,,0,-9.592156863,440.8350969,-800.6880226
Virginia,2020,,,,,,,10.7,1.107843137,670.2256166,-571.2975029
Washington,2020,,,,,,,5.1,-4.492156863,850.6561534,-390.8669662
West Virginia,2020,,,,,,,1.5,-8.092156863,788.6343019,-452.8888176
Wisconsin,2020,,,,,,,4.5,-5.092156863,1284.876032,43.35291219
Wyoming,2020,,,,,,,0,-9.592156863,785.0322305,-456.4908891
Alabama,2021,,,,,,,19,8.370588235,1759.625513,583.7480748
Alaska,2021,,,,,,,4.3,-6.329411765,1295.887723,120.010285
Arizona,2021,,,,,,,10.6,-0.029411765,1221.329325,45.45188655
Arkansas,2021,,,,,,,13.6,2.970588235,1832.514619,656.6371807
California,2021,,,,,,,11.6,0.970588235,756.8808208,-418.9966171
Colorado,2021,,,,,,,8.3,-2.329411765,1060.369692,-115.5077461
Connecticut,2021,,,,,,,7,-3.629411765,1039.557128,-136.32031
Delaware,2021,,,,,,,11,0.370588235,1450.784306,274.9068682
District of Columbia,2021,,,,,,,29,18.37058824,2454.197664,1278.320226
Florida,2021,,,,,,,20.1,9.470588235,1356.597028,180.7195903
Georgia,2021,,,,,,,32,21.37058824,1669.678446,493.8010083
Hawaii,2021,,,,,,,4,-6.629411765,679.5824337,-496.2950043
Idaho,2021,,,,,,,2.2,-8.429411765,719.5150752,-456.3623628
Illinois,2021,,,,,,,11.8,1.170588235,1345.691015,169.8135774
Indiana,2021,,,,,,,8.8,-1.829411765,1334.28111,158.4036719
Iowa,2021,,,,,,,3.5,-7.129411765,1258.452719,82.57528136
Kansas,2021,,,,,,,6.4,-4.229411765,1310.243322,134.365884
Kentucky,2021,,,,,,,8.4,-2.229411765,1069.028898,-106.8485397
Louisiana,2021,,,,,,,30.4,19.77058824,2476.386624,1300.509186
Maine,2021,,,,,,,1.6,-9.029411765,219.9247662,-955.9526717
Maryland,2021,,,,,,,16.2,5.570588235,0,-1175.877438
Massachusetts,2021,,,,,,,3.8,-6.829411765,804.3291983,-371.5482396
Michigan,2021,,,,,,,9,-1.629411765,1294.930996,119.0535577
Minnesota,2021,,,,,,,6.7,-3.929411765,964.607448,-211.26999
Mississippi,2021,,,,,,,21.2,10.57058824,2632.865582,1456.988144
Missouri,2021,,,,,,,11.3,0.670588235,1490.721943,314.8445049
Montana,2021,,,,,,,2.9,-7.729411765,1083.512058,-92.36538032
Nebraska,2021,,,,,,,5.1,-5.529411765,1066.4952,-109.3822383
Nevada,2021,,,,,,,16.4,5.770588235,851.6413918,-324.2360462
New Hampshire,2021,,,,,,,0.5,-10.12941176,452.6080034,-723.2694345
New Jersey,2021,,,,,,,12.9,2.270588235,826.5065319,-349.370906
New Mexico,2021,,,,,,,9.1,-1.529411765,1211.316929,35.43949136
New York,2021,,,,,,,14.1,3.470588235,1115.841803,-60.0356347
North Carolina,2021,,,,,,,20.9,10.27058824,1648.906886,473.0294485
North Dakota,2021,,,,,,,5.2,-5.429411765,1057.705311,-118.1721272
Ohio,2021,,,,,,,11.5,0.870588235,1444.428139,268.5507014
Oklahoma,2021,,,,,,,12.9,2.270588235,1350.554873,174.6774347
Oregon,2021,,,,,,,4.2,-6.429411765,774.9470087,-400.9304293
Pennsylvania,2021,,,,,,,9.4,-1.229411765,1200.039674,24.16223603
Rhode Island,2021,,,,,,,9.2,-1.429411765,1053.405489,-122.4719492
South Carolina,2021,,,,,,,20.6,9.970588235,2083.535203,907.657765
South Dakota,2021,,,,,,,2.7,-7.929411765,1395.056505,219.1790668
Tennessee,2021,,,,,,,20,9.370588235,1573.934262,398.0568237
Texas,2021,,,,,,,18.6,7.970588235,1169.002396,-6.875042185
Utah,2021,,,,,,,3.9,-6.729411765,539.4664298,-636.4110082
Vermont,2021,,,,,,,1.9,-8.729411765,313.2207637,-862.6566743
Virginia,2021,,,,,,,12.7,2.070588235,555.775244,-620.102194
Washington,2021,,,,,,,4.8,-5.829411765,746.7483607,-429.1290772
West Virginia,2021,,,,,,,4.2,-6.429411765,755.9418827,-419.9355552
Wisconsin,2021,,,,,,,5.5,-5.129411765,1326.300174,150.422736
Wyoming,2021,,,,,,,1.1,-9.529411765,874.8754239,-301.0020141
Alabama,2022,,,,,,,19,8.370588235,,
Alaska,2022,,,,,,,4.3,-6.329411765,,
Arizona,2022,,,,,,,10.6,-0.029411765,,
Arkansas,2022,,,,,,,13.6,2.970588235,,
California,2022,,,,,,,11.6,0.970588235,,
Colorado,2022,,,,,,,8.3,-2.329411765,,
Connecticut,2022,,,,,,,7,-3.629411765,,
Delaware,2022,,,,,,,11,0.370588235,,
District of Columbia,2022,,,,,,,29,18.37058824,,
Florida,2022,,,,,,,20.1,9.470588235,,
Georgia,2022,,,,,,,32,21.37058824,,
Hawaii,2022,,,,,,,4,-6.629411765,,
Idaho,2022,,,,,,,2.2,-8.429411765,,
Illinois,2022,,,,,,,11.8,1.170588235,,
Indiana,2022,,,,,,,8.8,-1.829411765,,
Iowa,2022,,,,,,,3.5,-7.129411765,,
Kansas,2022,,,,,,,6.4,-4.229411765,,
Kentucky,2022,,,,,,,8.4,-2.229411765,,
Louisiana,2022,,,,,,,30.4,19.77058824,,
Maine,2022,,,,,,,1.6,-9.029411765,,
Maryland,2022,,,,,,,16.2,5.570588235,,
Massachusetts,2022,,,,,,,3.8,-6.829411765,,
Michigan,2022,,,,,,,9,-1.629411765,,
Minnesota,2022,,,,,,,6.7,-3.929411765,,
Mississippi,2022,,,,,,,21.2,10.57058824,,
Missouri,2022,,,,,,,11.3,0.670588235,,
Montana,2022,,,,,,,2.9,-7.729411765,,
Nebraska,2022,,,,,,,5.1,-5.529411765,,
Nevada,2022,,,,,,,16.4,5.770588235,,
New Hampshire,2022,,,,,,,0.5,-10.12941176,,
New Jersey,2022,,,,,,,12.9,2.270588235,,
New Mexico,2022,,,,,,,9.1,-1.529411765,,
New York,2022,,,,,,,14.1,3.470588235,,
North Carolina,2022,,,,,,,20.9,10.27058824,,
North Dakota,2022,,,,,,,5.2,-5.429411765,,
Ohio,2022,,,,,,,11.5,0.870588235,,
Oklahoma,2022,,,,,,,12.9,2.270588235,,
Oregon,2022,,,,,,,4.2,-6.429411765,,
Pennsylvania,2022,,,,,,,9.4,-1.229411765,,
Rhode Island,2022,,,,,,,9.2,-1.429411765,,
South Carolina,2022,,,,,,,20.6,9.970588235,,
South Dakota,2022,,,,,,,2.7,-7.929411765,,
Tennessee,2022,,,,,,,20,9.370588235,,
Texas,2022,,,,,,,18.6,7.970588235,,
Utah,2022,,,,,,,3.9,-6.729411765,,
Vermont,2022,,,,,,,1.9,-8.729411765,,
Virginia,2022,,,,,,,12.7,2.070588235,,
